策略,扰动类型,样本序号,扰动后总成本_元,紧急购电量_kWh,剩余电量_kWh,成本变化率_百分比
问题4-2_波动价,一小时相关块,49,19032452.41595222,1071782.0991367702,4570792.685201886,5.422794217457105
问题4-2_波动价,一小时相关块,50,18940500.81223189,1054503.8701590388,4534174.268447137,4.913464427206393
问题4-2_波动价,一小时相关块,51,19130239.173926964,1074311.3101681997,4582574.499663282,5.964445552653563
问题4-2_波动价,一小时相关块,52,19048293.225600116,1069361.3401030535,4578581.503897117,5.510538160237077
问题4-2_波动价,一小时相关块,53,19073280.08204895,1069385.5171847902,4546071.374808408,5.648943036706844
问题4-2_波动价,一小时相关块,54,19100539.97004473,1077070.110240015,4536120.185763027,5.7999384785849095
问题4-2_波动价,一小时相关块,55,19067448.044921096,1081758.465025927,4494693.982937591,5.616638757859271
问题4-2_波动价,一小时相关块,56,18967192.20468335,1049707.5997555456,4535432.895380075,5.061310911321559
问题4-2_波动价,一小时相关块,57,19115012.594139777,1080967.3370275956,4565777.560128929,5.88010389491771
问题4-2_波动价,一小时相关块,58,18962326.735589236,1044433.8333167798,4555527.3569795275,5.034360556429296
问题4-2_波动价,一小时相关块,59,19188891.6605881,1095263.6829957545,4559096.135019761,6.2893279638365
问题4-2_波动价,一小时相关块,60,19076580.230187483,1071106.4408307378,4530257.835502673,5.6672229110232175
问题4-2_波动价,一小时相关块,61,18975241.945889674,1051106.0601299875,4577745.477924175,5.105899290798432
问题4-2_波动价,一小时相关块,62,19017211.183514327,1069345.3591035972,4565860.046262467,5.338371397118213
问题4-2_波动价,一小时相关块,63,19014366.90526475,1064461.0785206,4585984.7864971645,5.322616634986188
问题4-2_波动价,一小时相关块,64,18985233.730150055,1051058.1730898626,4570534.89351957,5.1612448549394285
问题4-2_波动价,一小时相关块,65,19059794.328653216,1069362.955981607,4570168.102502352,5.574244002970441
问题4-2_波动价,一小时相关块,66,19049913.8789344,1064937.2417559074,4530243.667124959,5.519515132790276
问题4-2_波动价,一小时相关块,67,19028745.16829954,1062954.1305903113,4503123.608597203,5.402259375290686
问题4-2_波动价,一小时相关块,68,19094702.82564939,1072507.5441924534,4538338.024795132,5.767605910035245
问题4-2_波动价,一小时相关块,69,18930704.550357953,1050331.6248070614,4562741.373462717,4.859201882523978
问题4-2_波动价,一小时相关块,70,18930785.424421877,1047071.165365488,4528289.268517498,4.859649852633785
问题4-2_波动价,一小时相关块,71,19058358.88222324,1067850.0869738325,4566812.992374428,5.566292911314452
问题4-2_波动价,一小时相关块,72,19042113.97706551,1072773.6460107658,4543539.046536687,5.4763106401863215
问题4-2_波动价,一小时相关块,73,18907131.690269347,1039345.2816945615,4532795.814899642,4.728629283474417
问题4-2_波动价,一小时相关块,74,19017640.710827813,1066964.382848211,4562862.838435378,5.340750594953092
问题4-2_波动价,一小时相关块,75,19093689.338901892,1072423.3565152558,4518759.968143763,5.76199209829471
问题4-2_波动价,一小时相关块,76,19036035.423828118,1061063.8009006043,4593421.444118595,5.442640882181382
问题4-2_波动价,一小时相关块,77,18939017.20890473,1042146.1300470897,4590027.571964275,4.905246589334467
问题4-2_波动价,一小时相关块,78,19040901.41630511,1068258.1080996655,4536266.152705641,5.4695941361475375
问题4-2_波动价,一小时相关块,79,19042393.723541494,1061715.80100157,4607557.452166174,5.477860185905725
问题4-2_波动价,一小时相关块,80,19096888.093519825,1078960.0019104814,4559799.871459379,5.7797103430310415
问题4-2_波动价,一小时相关块,81,18946183.024216607,1050699.150445001,4553245.929885665,4.944938808524846
问题4-2_波动价,一小时相关块,82,19072635.87854019,1068169.623123982,4553909.22866549,5.645374724412999
问题4-2_波动价,一小时相关块,83,19159185.53337229,1088590.4697445142,4553641.624920289,6.124782540681006
问题4-2_波动价,一小时相关块,84,19056419.66177626,1066146.204445066,4547914.200132211,5.555551361373512
问题4-2_波动价,一小时相关块,85,19051548.032645788,1067682.1933213281,4550974.706949767,5.5285668853795045
问题4-2_波动价,一小时相关块,86,18920743.13218718,1048981.9928434014,4558713.467277067,4.804024519408601
问题4-2_波动价,一小时相关块,87,19167071.877263155,1091319.491361933,4542082.181072682,6.168465844911308
问题4-2_波动价,一小时相关块,88,19123211.427598484,1079209.855885239,4547803.088651826,5.925518112363282
问题4-2_波动价,一小时相关块,89,19132404.307890758,1090684.9532373245,4511027.63079329,5.97643846178213
问题4-2_波动价,一小时相关块,90,19028663.427892014,1066602.6990907348,4536151.6939216275,5.401806606410786
问题4-2_波动价,一小时相关块,91,18956315.994921535,1046744.7645436528,4547541.341635514,5.001066419517408
问题4-2_波动价,一小时相关块,92,19074479.05728302,1078020.8521505417,4545692.484183089,5.655584289058924
问题4-2_波动价,一小时相关块,93,19081698.188966133,1077750.8733461774,4502093.724394264,5.695571833345103
问题4-2_波动价,一小时相关块,94,19079934.95255346,1081551.760134302,4541030.551137753,5.685805077835759
问题4-2_波动价,一小时相关块,95,19097496.73222835,1074882.4724415361,4539670.846165742,5.783081658083833
问题4-2_波动价,一小时相关块,96,19000893.62693264,1055597.2117027862,4617553.53861009,5.247986701964513
问题4-2_波动价,一小时相关块,97,18995898.585655633,1059385.5023870263,4586510.873395583,5.220318632861032
问题4-2_波动价,一小时相关块,98,19049764.26959502,1067988.4040236128,4584484.196260519,5.518686430621278
问题4-2_波动价,一小时相关块,99,19080037.75102605,1066087.2164463836,4576523.001685979,5.686374489595458
问题4-2_波动价,一小时相关块,100,19016786.405837815,1062062.8507207285,4562966.630041653,5.336018508031692
问题4-3_波动价,逐时段独立,1,18878760.948251158,1362814.2553897917,2419968.042725468,12.038010091254336
问题4-3_波动价,逐时段独立,2,18900499.06198536,1368012.485257316,2425256.6816386706,12.16701723386253
问题4-3_波动价,逐时段独立,3,18949212.4062243,1376870.550978155,2422875.391459626,12.456111744269304
问题4-3_波动价,逐时段独立,4,18894517.470992174,1365457.3570919968,2414242.0439989236,12.131518847401
问题4-3_波动价,逐时段独立,5,18839820.464723542,1356576.343884626,2424032.604168935,11.806913659746776
问题4-3_波动价,逐时段独立,6,18804323.55515869,1349892.9786681202,2429520.53778709,11.596253483322227
问题4-3_波动价,逐时段独立,7,18899637.04700595,1367730.6595843914,2419396.15862156,12.161901514497986
问题4-3_波动价,逐时段独立,8,18862622.913849868,1360086.8931533005,2437677.0727193635,11.94223721367722
问题4-3_波动价,逐时段独立,9,18913507.98971516,1365339.2023740076,2421235.91831991,12.244220095865144
问题4-3_波动价,逐时段独立,10,18925219.795957495,1371985.264229433,2421518.653866199,12.313725052761537
问题4-3_波动价,逐时段独立,11,18940357.949294277,1378145.4497735328,2408846.9527290654,12.403564030062974
问题4-3_波动价,逐时段独立,12,18886150.413165055,1367102.8112031056,2422778.4473774843,12.081863654889236
问题4-3_波动价,逐时段独立,13,18938884.32858962,1383338.558192553,2415419.5510158287,12.394818671623842
问题4-3_波动价,逐时段独立,14,18899966.485933304,1368025.6434941904,2422299.1453451887,12.163856604769464
问题4-3_波动价,逐时段独立,15,18904488.323364638,1372802.7612475625,2418547.252303072,12.190691928822318
问题4-3_波动价,逐时段独立,16,18954513.72650466,1381484.5855382518,2422487.4178810013,12.487572992001429
问题4-3_波动价,逐时段独立,17,18881576.545757663,1366732.5803969982,2405021.25366179,12.0547195534225
问题4-3_波动价,逐时段独立,18,18890417.336079188,1364746.5871242594,2437857.4018600658,12.107186161690532
问题4-3_波动价,逐时段独立,19,18912816.202653445,1367800.7271477692,2412235.4898349973,12.240114612141184
问题4-3_波动价,逐时段独立,20,18848205.51159042,1354826.5565217123,2421434.5522090755,11.856675610123823
问题4-3_波动价,逐时段独立,21,18950451.83081863,1382379.981954126,2416203.849678318,12.463467241040927
问题4-3_波动价,逐时段独立,22,18882475.41403311,1366227.7005303712,2420778.221653316,12.060053982582941
问题4-3_波动价,逐时段独立,23,18894904.255996753,1364947.593995789,2423861.7315534074,12.1338142640528
问题4-3_波动价,逐时段独立,24,18888435.820246935,1367109.958950492,2421723.0971360654,12.09542664572345
问题4-3_波动价,逐时段独立,25,18942305.66377355,1377247.167358345,2420797.42784461,12.415122948314128
问题4-3_波动价,逐时段独立,26,18853035.36570847,1354237.0267388795,2429343.564130498,11.885338891887942
问题4-3_波动价,逐时段独立,27,18862560.358047888,1358908.4860463492,2423049.010868987,11.941865969632492
问题4-3_波动价,逐时段独立,28,18925015.442691594,1373720.5387706666,2417724.2297258032,12.312512296620914
问题4-3_波动价,逐时段独立,29,18834052.376466807,1358564.3924702492,2409683.466085625,11.772682327929672
问题4-3_波动价,逐时段独立,30,18870533.821367636,1362461.7672677534,2409910.865055266,11.989185333775577
问题4-3_波动价,逐时段独立,31,18852024.327016983,1356732.3966522883,2406292.5510494094,11.87933877549101
问题4-3_波动价,逐时段独立,32,18878190.999099683,1363629.5590546406,2410028.0211556917,12.034627667537045
问题4-3_波动价,逐时段独立,33,18886082.9067792,1364515.2106456147,2424460.2900476605,12.08146303107922
问题4-3_波动价,逐时段独立,34,18858926.350792497,1359692.4696926414,2413820.222545853,11.92029956796732
问题4-3_波动价,逐时段独立,35,18806511.018946275,1348145.935431249,2428664.212791343,11.609235219283587
问题4-3_波动价,逐时段独立,36,18884653.499880776,1370024.8947125017,2405913.0627835607,12.072980064164751
问题4-3_波动价,逐时段独立,37,18897082.361841142,1362287.09524233,2429689.932134916,12.146740464307282
问题4-3_波动价,逐时段独立,38,18852853.11591111,1357938.8615463006,2424255.160593112,11.884257311126811
问题4-3_波动价,逐时段独立,39,18832350.601431254,1351602.107753689,2423168.2136584367,11.762582963404157
问题4-3_波动价,逐时段独立,40,18864395.88003187,1358979.6973539218,2425250.7045817655,11.952759069615482
问题4-3_波动价,逐时段独立,41,18835568.48709806,1358909.9003775222,2424913.5477548246,11.781679847346837
问题4-3_波动价,逐时段独立,42,18914639.15323578,1373251.813750362,2417423.4113764195,12.250933105807116
问题4-3_波动价,逐时段独立,43,18842771.49046366,1358518.6727834446,2422248.0862892126,11.824426835137736
问题4-3_波动价,逐时段独立,44,18893863.339510597,1368931.893733593,2428696.125258326,12.127636834713051
问题4-3_波动价,逐时段独立,45,18893244.818674345,1366768.8063041335,2430532.6714571267,12.123966157178456
问题4-3_波动价,逐时段独立,46,18864392.097547323,1361655.5585872154,2424446.4652596987,11.952736622059579
问题4-3_波动价,逐时段独立,47,18919402.14027596,1371206.8769215965,2407993.0087944763,12.2791995578023
问题4-3_波动价,逐时段独立,48,18905483.99721924,1364772.9389378722,2420881.887834032,12.196600860964368
问题4-3_波动价,逐时段独立,49,18871172.27284601,1360612.8357525961,2423470.773762542,11.99297429182069
问题4-3_波动价,逐时段独立,50,18911213.66092993,1371922.4174017117,2415717.4370873077,12.230604158235714
问题4-3_波动价,逐时段独立,51,18923781.183347944,1372982.3958778298,2435432.9816661244,12.30518745357756
问题4-3_波动价,逐时段独立,52,18841679.77062709,1352515.891092586,2437375.6061128145,11.817947907924143
问题4-3_波动价,逐时段独立,53,18895619.11003134,1365112.379203334,2415191.649816546,12.138056641174932
问题4-3_波动价,逐时段独立,54,18869705.751266047,1358689.1126020222,2424918.7516623456,11.98427106389035
问题4-3_波动价,逐时段独立,55,18927466.788772915,1377243.941859494,2415879.6958731096,12.327060070055262
问题4-3_波动价,逐时段独立,56,18871058.49141052,1357161.2360214363,2424833.8778514643,11.99229904381831
问题4-3_波动价,逐时段独立,57,18889852.113173526,1365534.6287264563,2433393.5925479718,12.103831786380525
问题4-3_波动价,逐时段独立,58,18888915.998664223,1365257.47177405,2429479.1257979963,12.09827631549305
问题4-3_波动价,逐时段独立,59,18952326.63095651,1380154.5682910008,2412914.775664062,12.474593441396053
问题4-3_波动价,逐时段独立,60,18911426.625941258,1368577.3838093886,2414674.5464465907,12.231868021693359
问题4-3_波动价,逐时段独立,61,18888263.727541402,1363834.11499544,2423537.1406527697,12.094405343301528
问题4-3_波动价,逐时段独立,62,18904427.190566964,1368371.4076400297,2431654.136325306,12.190329129747667
问题4-3_波动价,逐时段独立,63,18909454.948379356,1374248.5483107436,2406081.0885479474,12.220166891985617
问题4-3_波动价,逐时段独立,64,18891338.484438088,1365086.683630818,2410950.5821250323,12.112652814370396
问题4-3_波动价,逐时段独立,65,18870448.926927723,1360571.0342075292,2414757.5428712997,11.988681518713662
问题4-3_波动价,逐时段独立,66,18845235.093678594,1356622.6022630632,2427948.249910831,11.839047349832121
问题4-3_波动价,逐时段独立,67,18906643.05955171,1368440.271069921,2418852.3794200197,12.203479439365662
问题4-3_波动价,逐时段独立,68,18865669.979067214,1358449.1658968872,2411577.2956839884,11.960320345536623
问题4-3_波动价,逐时段独立,69,18899017.22744435,1365870.74756109,2414677.6451163236,12.158223129540001
问题4-3_波动价,逐时段独立,70,18840266.073125422,1352337.419501102,2436420.812174587,11.80955817009166
问题4-3_波动价,逐时段独立,71,18942335.550357856,1378089.6956352359,2415284.8151467917,12.415300313419975
问题4-3_波动价,逐时段独立,72,18873877.080269694,1366318.2451810073,2421317.8644538764,12.009026258486323
问题4-3_波动价,逐时段独立,73,18937479.693085942,1372617.402999645,2426640.425959896,12.386482713180037
问题4-3_波动价,逐时段独立,74,18880931.877151236,1361048.632779678,2421189.118718393,12.050893699171251
问题4-3_波动价,逐时段独立,75,18935714.93677896,1379240.003636037,2392699.8999407506,12.37600957961622
问题4-3_波动价,逐时段独立,76,18872849.87987062,1361391.098300557,2434323.612882602,12.002930228720764
问题4-3_波动价,逐时段独立,77,18927658.61553345,1372073.4936532124,2429171.2764887977,12.328198486320563
问题4-3_波动价,逐时段独立,78,18887969.30116631,1367327.0171902166,2421060.7825007597,12.092658038736692
问题4-3_波动价,逐时段独立,79,18875966.803588334,1362350.9613605319,2420256.8588598776,12.021427943263374
问题4-3_波动价,逐时段独立,80,18850398.32715004,1355750.9001260535,2424406.6562481476,11.869689106744175
问题4-3_波动价,逐时段独立,81,18912087.799684823,1369725.5039306292,2425037.6640857467,12.235791827432351
问题4-3_波动价,逐时段独立,82,18886008.883685153,1363140.3804667927,2425208.5506466916,12.081023733172923
问题4-3_波动价,逐时段独立,83,18842259.922396682,1359751.2768049382,2440763.436179471,11.821390880161275
问题4-3_波动价,逐时段独立,84,18899274.028183207,1366427.112045696,2417758.1736920206,12.159747140774124
问题4-3_波动价,逐时段独立,85,18900454.50045494,1367551.8012819733,2410049.9462181395,12.166752778731805
问题4-3_波动价,逐时段独立,86,18898064.569207408,1369533.1758727175,2415959.3738058293,12.15256947814538
问题4-3_波动价,逐时段独立,87,18849189.827428192,1361862.5704412707,2424483.6262207883,11.862517136909778
问题4-3_波动价,逐时段独立,88,18889423.703630604,1370233.7157003803,2407102.4829578507,12.101289344489107
问题4-3_波动价,逐时段独立,89,18896915.7840772,1364492.9811464346,2422556.5392722366,12.145751890891443
问题4-3_波动价,逐时段独立,90,18930260.693169862,1366303.933093827,2415484.2165551633,12.34364079216288
问题4-3_波动价,逐时段独立,91,18932199.103433393,1376255.4592269063,2412909.551166502,12.355144493558413
问题4-3_波动价,逐时段独立,92,18876437.01626911,1364160.4584763513,2424057.2746488093,12.024218470312164
问题4-3_波动价,逐时段独立,93,18880749.30981303,1360013.8928590156,2418417.8440459147,12.049810233930259
问题4-3_波动价,逐时段独立,94,18924929.424362235,1371126.676096778,2419612.392021534,12.312001811717854
问题4-3_波动价,逐时段独立,95,18862422.8975007,1359666.746576445,2412633.900525281,11.941050195429149
问题4-3_波动价,逐时段独立,96,18912219.467930242,1372920.5365439646,2417732.956173462,12.236573226606229
问题4-3_波动价,逐时段独立,97,18941458.718964808,1376629.3811926502,2429878.360900811,12.4100966644765
问题4-3_波动价,逐时段独立,98,18851692.91989744,1354457.1038577096,2433832.5091332207,11.877372004774145
问题4-3_波动价,逐时段独立,99,18910470.752618104,1370025.3398197037,2412463.662443962,12.226195290028464
问题4-3_波动价,逐时段独立,100,18910127.067457553,1370213.126052906,2407804.7538897293,12.224155653974389
问题4-3_波动价,一小时相关块,1,18833568.649778407,1366693.8241864438,2398250.8980995896,11.769811600568648
问题4-3_波动价,一小时相关块,2,18797671.359612178,1339537.643688308,2466450.92734877,11.55677532298045
问题4-3_波动价,一小时相关块,3,18885743.424713463,1359655.7669452273,2421524.268025426,12.079448338737308
问题4-3_波动价,一小时相关块,4,18891930.474617362,1357788.6500488697,2413306.775247054,12.116166042905952
问题4-3_波动价,一小时相关块,5,18868597.661773432,1364747.6829403373,2406222.0708482824,11.97769498921597
问题4-3_波动价,一小时相关块,6,18773308.877220303,1346415.1408247156,2434303.0130206486,11.412193586098951
问题4-3_波动价,一小时相关块,7,18845398.542764142,1358060.343058963,2426909.2931069173,11.840017355774046
问题4-3_波动价,一小时相关块,8,18943142.026184507,1371289.509336356,2398871.8413499203,12.42008642978918
问题4-3_波动价,一小时相关块,9,18815276.73645973,1348402.0764951608,2432473.3271382544,11.661256300006073
问题4-3_波动价,一小时相关块,10,18712307.077485934,1321646.948201003,2444313.961501011,11.050171932614482
问题4-3_波动价,一小时相关块,11,19014576.748541873,1392151.2354979005,2387761.9580341796,12.84402336962749
问题4-3_波动价,一小时相关块,12,18992159.888607062,1403370.699197872,2413965.8877556296,12.710988135669332
问题4-3_波动价,一小时相关块,13,18867083.203857467,1354676.8920006622,2436343.899534872,11.968707278013046
问题4-3_波动价,一小时相关块,14,18968679.48403156,1389859.4972652905,2399255.185363779,12.571641183187253
问题4-3_波动价,一小时相关块,15,18853083.849875584,1350925.3523338165,2441260.3807058525,11.885626626322377
问题4-3_波动价,一小时相关块,16,18903696.89805559,1369348.0503614352,2424166.1999581894,12.18599513134686
问题4-3_波动价,一小时相关块,17,18859730.27794655,1352846.6616363972,2445656.0284413826,11.925070558968542
问题4-3_波动价,一小时相关块,18,18901929.313208696,1364532.2167016882,2400290.1061098618,12.175505211512805
问题4-3_波动价,一小时相关块,19,18964297.277196806,1386749.4545285404,2397507.525624116,12.545634511726123
问题4-3_波动价,一小时相关块,20,18864449.82744843,1353497.2721735698,2447824.803529128,11.953079226283482
问题4-3_波动价,一小时相关块,21,18862878.042401403,1371450.2327310082,2385697.2739677196,11.943751301138228
问题4-3_波动价,一小时相关块,22,18833874.909410603,1349866.5001278245,2432252.1992921988,11.771629130853412
问题4-3_波动价,一小时相关块,23,18716943.568384245,1332031.4279118867,2443252.241455403,11.077687679833105
问题4-3_波动价,一小时相关块,24,18804358.797161408,1353056.413835844,2450194.229743459,11.596462630726933
问题4-3_波动价,一小时相关块,25,19033596.155670382,1395447.959638502,2403950.447372702,12.95689605939958
问题4-3_波动价,一小时相关块,26,19046785.962345164,1395715.9746750605,2420550.857208117,13.035172366694425
问题4-3_波动价,一小时相关块,27,18900719.010200083,1380931.0133098103,2405979.736280824,12.168322539881737
问题4-3_波动价,一小时相关块,28,18791149.739916906,1347964.7555243373,2431956.5339990165,11.518072078883401
问题4-3_波动价,一小时相关块,29,18808462.315915026,1346443.3870477069,2440132.90537569,11.62081539819868
问题4-3_波动价,一小时相关块,30,18980469.99562509,1384241.7418645183,2386698.9652620615,12.641613225341807
问题4-3_波动价,一小时相关块,31,18906358.18739093,1363894.743631838,2435210.5941863516,12.201788835299453
问题4-3_波动价,一小时相关块,32,18841144.491738506,1350733.9713229924,2403426.3336038147,11.814771238560873
问题4-3_波动价,一小时相关块,33,18996928.90396492,1384438.2007214618,2385981.090867569,12.73929036335546
问题4-3_波动价,一小时相关块,34,18826534.287448715,1344608.9962371194,2412911.870077467,11.728065430899992
问题4-3_波动价,一小时相关块,35,18839430.799261995,1363713.1877929186,2394456.1845673644,11.80460114871742
问题4-3_波动价,一小时相关块,36,18775428.574227367,1347718.737967051,2431351.7353699636,11.424773152910506
问题4-3_波动价,一小时相关块,37,18873361.927424006,1357115.6147467885,2441722.074039744,12.00596902926021
问题4-3_波动价,一小时相关块,38,18885448.068174295,1369382.422300315,2418650.6393350596,12.077695514015051
问题4-3_波动价,一小时相关块,39,18888299.552661434,1356072.5112549653,2432938.7874049586,12.094617951277797
问题4-3_波动价,一小时相关块,40,19062793.930057123,1404077.0057735862,2395819.327612914,13.130173349702211
问题4-3_波动价,一小时相关块,41,19001580.97212205,1386220.7757704281,2400650.968917178,12.766898555469464
问题4-3_波动价,一小时相关块,42,18863115.238519568,1355234.1869569502,2438477.5078474693,11.945158966670611
问题4-3_波动价,一小时相关块,43,18852917.3363999,1362655.992046626,2438288.8424790176,11.884638434432038
问题4-3_波动价,一小时相关块,44,18890211.52697853,1370493.8743189054,2416017.605456122,12.105964765744082
问题4-3_波动价,一小时相关块,45,18946729.687755324,1384352.1570146545,2412512.6435891083,12.441377788071485
问题4-3_波动价,一小时相关块,46,19098271.57647323,1414387.2936692587,2406480.658224347,13.340719206926476
问题4-3_波动价,一小时相关块,47,18760673.049728416,1343293.3965845637,2419048.5447491677,11.337204927048283
问题4-3_波动价,一小时相关块,48,18960859.270148784,1383830.8140466665,2412596.556678926,12.525231294089334
问题4-3_波动价,一小时相关块,49,18814825.940835696,1347659.3981482885,2439560.4495226378,11.658581005540869
问题4-3_波动价,一小时相关块,50,18814508.826080393,1357185.684690875,2385513.2618770357,11.656699054376185
问题4-3_波动价,一小时相关块,51,18953232.35305801,1377263.1620736069,2367229.3664605506,12.47996854531448
问题4-3_波动价,一小时相关块,52,18814643.545310944,1349363.9009274477,2427892.417614582,11.657498559945068
问题4-3_波动价,一小时相关块,53,18864759.995608643,1364712.7348720662,2415711.9002264366,11.954919952142507
问题4-3_波动价,一小时相关块,54,18830055.92128651,1345610.4272059747,2435489.896209905,11.748964940594409
问题4-3_波动价,一小时相关块,55,18879579.65595211,1364651.9617448314,2444587.4280396774,12.042868798979534
问题4-3_波动价,一小时相关块,56,18849378.92982193,1356211.75753878,2429688.6145160673,11.863639385131265
问题4-3_波动价,一小时相关块,57,18914719.176940873,1374714.090517546,2436466.2718731784,12.251408014976395
问题4-3_波动价,一小时相关块,58,18795344.64614912,1345981.5467888778,2429702.327658085,11.542967195044085
问题4-3_波动价,一小时相关块,59,18792719.129213467,1349856.1739731561,2409889.3455971982,11.527385786193278
问题4-3_波动价,一小时相关块,60,18767249.09946905,1341997.4806396284,2425434.439745282,11.376231192025177
问题4-3_波动价,一小时相关块,61,18871152.157576133,1371536.6469235632,2416819.1940611424,11.992854915617146
问题4-3_波动价,一小时相关块,62,19012227.60970244,1387167.9259202564,2438827.1726386016,12.830082155915456
问题4-3_波动价,一小时相关块,63,18835576.741875116,1351478.955982045,2443329.3694121027,11.781728836197193
问题4-3_波动价,一小时相关块,64,18921973.779055882,1370900.8009534478,2420656.658963821,12.29446122102087
问题4-3_波动价,一小时相关块,65,18846913.647921987,1362356.574568593,2425119.29905687,11.849008908102565
问题4-3_波动价,一小时相关块,66,18869185.57996358,1364033.1790373079,2459056.1946830265,11.98118405209998
问题4-3_波动价,一小时相关块,67,18675015.570600573,1313204.941092403,2446158.596938858,10.828861527964895
问题4-3_波动价,一小时相关块,68,18923127.44424843,1392644.9154770677,2387317.793453388,12.301307769522607
问题4-3_波动价,一小时相关块,69,18933466.083012573,1378460.7762692417,2447336.676214869,12.362663518311523
问题4-3_波动价,一小时相关块,70,18794780.327637486,1343920.5923335587,2432397.573331966,11.539618186956414
问题4-3_波动价,一小时相关块,71,18830251.44398586,1352506.0110833761,2412582.7335035997,11.750125290800817
问题4-3_波动价,一小时相关块,72,18846569.50438084,1360151.8719724747,2443658.4450510633,11.846966551740223
问题4-3_波动价,一小时相关块,73,18975259.68351324,1382384.5396021493,2399391.914427968,12.610692075242703
问题4-3_波动价,一小时相关块,74,18829002.75605734,1357678.3266369684,2440982.43610112,11.742714819789501
问题4-3_波动价,一小时相关块,75,18888755.262585793,1369239.3976081922,2420795.223272348,12.097322410179734
问题4-3_波动价,一小时相关块,76,18898857.53767272,1359440.9523153096,2459360.4338235343,12.157275433645442
问题4-3_波动价,一小时相关块,77,18953715.164516732,1384592.7380579852,2434679.653371237,12.482833841147855
问题4-3_波动价,一小时相关块,78,18712209.225812554,1335493.980756357,2427335.229000381,11.049591221475662
问题4-3_波动价,一小时相关块,79,18851497.520455822,1356426.0396067267,2407494.4570804527,11.87621238605383
问题4-3_波动价,一小时相关块,80,18864009.69353623,1352321.2271128222,2416032.1553413216,11.950467204878468
问题4-3_波动价,一小时相关块,81,18881909.493877333,1364627.4482164676,2396624.327301683,12.05669546936814
问题4-3_波动价,一小时相关块,82,18980979.57175244,1383592.3941255212,2424752.4929977893,12.644637358941191
问题4-3_波动价,一小时相关块,83,18891285.698015537,1370367.4253270354,2421971.792425591,12.112339547744533
问题4-3_波动价,一小时相关块,84,18868289.469230335,1358812.030855772,2410715.1369239925,11.975865987866353
问题4-3_波动价,一小时相关块,85,18889108.38126202,1365902.2284754142,2453814.619472881,12.099418030433572
问题4-3_波动价,一小时相关块,86,18861794.345379762,1357785.722846992,2424206.971992776,11.937319986171158
问题4-3_波动价,一小时相关块,87,18815655.879567124,1348768.7227264098,2422787.463755523,11.663506365008146
问题4-3_波动价,一小时相关块,88,18809535.749127977,1350662.16315871,2396707.363619824,11.627185801503991
问题4-3_波动价,一小时相关块,89,18914015.72668379,1372234.362216856,2423020.3938473994,12.247233314781948
问题4-3_波动价,一小时相关块,90,18748775.595688626,1333513.0145056807,2436417.3217179067,11.266598223598635
问题4-3_波动价,一小时相关块,91,18849954.06338427,1355233.0593784864,2429765.0429163976,11.867052576284953
问题4-3_波动价,一小时相关块,92,18810710.572561346,1354790.7395846369,2392111.786154205,11.63415791583098
问题4-3_波动价,一小时相关块,93,18957521.789067835,1375498.78635234,2399422.483588213,12.505424658471043
问题4-3_波动价,一小时相关块,94,18927320.853146166,1372919.3446562819,2421033.6631215718,12.326193999592938
问题4-3_波动价,一小时相关块,95,19010522.90117527,1400538.0401475048,2424063.3853265373,12.819965382272681
问题4-3_波动价,一小时相关块,96,18865640.90904551,1358075.7558858986,2409724.928759147,11.960147826408175
问题4-3_波动价,一小时相关块,97,18869433.767229296,1358816.4697379419,2422085.331365859,11.98265694576377
问题4-3_波动价,一小时相关块,98,18961178.05937291,1379148.0343365245,2386533.132310178,12.527123182566946
问题4-3_波动价,一小时相关块,99,18939828.07081831,1372213.2758739085,2434600.6410720865,12.400419410021414
问题4-3_波动价,一小时相关块,100,18854616.488277595,1354465.7921127407,2452024.91106499,11.894722231548883
